5619,Morafenobe Airport,Morafenobe,Madagascar,TVA,FMMR,3,U,Indian/Antananarivo
5620,Tambohorano Airport,Tambohorano,Madagascar,WTA,FMMU,3,U,Indian/Antananarivo
5621,Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS,FMMX,3,U,Indian/Antananarivo
5622,Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM,FMMZ,3,U,Indian/Antananarivo
5623,Port Bergé Airport,Port Bergé,Madagascar,WPB,FMNG,3,U,Indian/Antananarivo
5624,Ambanja Airport,Ambanja,Madagascar,\N,FMNJ,3,U,Indian/Antananarivo
5625,Soalala Airport,Soalala,Madagascar,DWB,FMNO,3,U,Indian/Antananarivo
5626,Mampikony Airport,Mampikony,Madagascar,WMP,FMNP,3,U,Indian/Antananarivo
5627,Nasa Shuttle Landing Facility Airport,Tsaratanana,Madagascar,\N,KTTS,-5,U,America/New_York
5628,Mandritsara Airport,Mandritsara,Madagascar,WMA,FMNX,3,U,Indian/Antananarivo
5629,Manja Airport,Manja,Madagascar,MJA,FMSJ,3,U,Indian/Antananarivo
5630,Catumbela Airport,Catumbela,Angola,CBT,FNCT,1,N,Africa/Luanda
5631,Dundo Airport,Dundo,Angola,DUE,FNDU,1,N,Africa/Luanda
5632,Ngjiva Pereira Airport,Ondjiva,Angola,VPE,FNGI,1,N,Africa/Luanda
5633,Namibe Airport,Mocamedes,Angola,MSZ,FNMO,1,N,Africa/Luanda
5634,Koulamoutou Mabimbi Airport,Koulamoutou,Gabon,KOU,FOGK,1,N,Africa/Libreville
5635,Mouilla Ville Airport,Mouila,Gabon,MJL,FOGM,1,N,Africa/Libreville
5636,Tchibanga Airport,Tchibanga,Gabon,TCH,FOOT,1,N,Africa/Libreville
5637,Chimoio Airport,Chimoio,Mozambique,VPY,FQCH,2,U,Africa/Maputo
5639,Sarh Airport,Sarh,Chad,SRH,FTTA,1,N,Africa/Ndjamena
5640,Club Makokola Airport,Club Makokola,Malawi,CMK,FWCM,2,U,Africa/Blantyre
5641,Luderitz Airport,Luderitz,Namibia,LUD,FYLZ,1,S,Africa/Windhoek
5642,Ondangwa Airport,Ondangwa,Namibia,OND,FYOA,1,S,Africa/Windhoek
5643,Oranjemund Airport,Oranjemund,Namibia,OMD,FYOG,1,S,Africa/Windhoek
5644,Swakopmund Airport,Swakopmund,Namibia,SWP,FYSM,1,S,Africa/Windhoek
5645,Eros Airport,Windhoek,Namibia,ERS,FYWE,1,S,Africa/Windhoek
5646,Boma Airport,Boma,Congo (Kinshasa),BOA,FZAJ,1,N,Africa/Kinshasa
5647,Tshimpi Airport,Matadi,Congo (Kinshasa),MAT,FZAM,1,N,Africa/Kinshasa
5648,Inongo Airport,Inongo,Congo (Kinshasa),INO,FZBA,1,N,Africa/Kinshasa
5649,Nioki Airport,Nioki,Congo (Kinshasa),NIO,FZBI,1,N,Africa/Kinshasa
5650,Basango Mboliasa Airport,Kiri,Congo (Kinshasa),KRZ,FZBT,1,N,Africa/Kinshasa
5651,Basankusu Airport,Basankusu,Congo (Kinshasa),BSU,FZEN,1,N,Africa/Kinshasa
5652,Tshikapa Airport,Tshikapa,Congo (Kinshasa),TSH,FZUK,2,N,Africa/Lubumbashi
5653,Lodja Airport,Lodja,Congo (Kinshasa),LJA,FZVA,2,N,Africa/Lubumbashi
5654,Ilebo Airport,Ilebo,Congo (Kinshasa),PFR,FZVS,2,N,Africa/Lubumbashi
5657,Outer Skerries Airport,Outer Skerries,United Kingdom,OUK,EGOU,0,E,Europe/London
5659,La Gomera Airport,La Gomera,Spain,GMZ,GCGM,0,E,Atlantic/Canary
5662,Sherbro International Airport,Bonthe,Sierra Leone,BTE,GFBN,0,N,Africa/Freetown
5663,Bo Airport,Bo,Sierra Leone,KBS,GFBO,0,N,Africa/Freetown
5664,Kenema Airport,Kenema,Sierra Leone,KEN,GFKE,0,N,Africa/Freetown
5665,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,OXB,GGOV,0,N,Africa/Bissau
5669,Smara Airport,Smara,Western Sahara,SMW,GMMA,0,N,Africa/El_Aaiun
5670,Dakhla Airport,Dakhla,Western Sahara,VIL,GMMH,0,N,Africa/El_Aaiun
5671,Mogador Airport,Essadouira,Morocco,ESU,GMMI,0,N,Africa/Casablanca
5672,Hassan I Airport,El Aaiún,Western Sahara,EUN,GMML,0,N,Africa/El_Aaiun
5673,Nador International Airport,El Aroui,Morocco,NDR,GMMW,0,N,Africa/Casablanca
5674,Praia International Airport,"Praia, Santiago Island",Cape Verde,RAI,GVNP,-1,U,Atlantic/Cape_Verde
5675,São Filipe Airport,"Sao Filipe, Fogo Island",Cape Verde,SFL,GVSF,-1,U,Atlantic/Cape_Verde
5676,Baco Airport,Baco,Ethiopia,BCO,HABC,3,U,Africa/Addis_Ababa
5677,Beica Airport,Beica,Ethiopia,BEI,HABE,3,U,Africa/Addis_Ababa
5678,Combolcha Airport,Dessie,Ethiopia,DSE,HADC,3,U,Africa/Addis_Ababa
5679,Dembidollo Airport,Dembidollo,Ethiopia,DEM,HADD,3,U,Africa/Addis_Ababa
5680,Gode Airport,Gode,Ethiopia,GDE,HAGO,3,U,Africa/Addis_Ababa
5681,Gore Airport,Gore,Ethiopia,GOR,HAGR,3,U,Africa/Addis_Ababa
5682,Kabri Dehar Airport,Kabri Dehar,Ethiopia,ABK,HAKD,3,U,Africa/Addis_Ababa
5683,Mizan Teferi Airport,Mizan Teferi,Ethiopia,MTF,HAMT,3,U,Africa/Addis_Ababa
5684,Tippi Airport,Tippi,Ethiopia,TIE,HATP,3,U,Africa/Addis_Ababa
5685,Alula Airport,Alula,Somalia,ALU,HCMA,3,U,Africa/Mogadishu
5686,Bosaso Airport,Bosaso,Somalia,BSA,HCMF,3,U,Africa/Mogadishu
5687,Aden Adde International Airport,Mogadishu,Somalia,MGQ,HCMM,3,U,Africa/Mogadishu
5688,Galcaio Airport,Galcaio,Somalia,GLK,HCMR,3,U,Africa/Mogadishu
5689,Burao Airport,Burao,Somalia,BUO,HCMV,3,U,Africa/Mogadishu
5690,El Arish International Airport,El Arish,Egypt,AAC,HEAR,2,U,Africa/Cairo
5691,Assiut International Airport,Asyut,Egypt,ATZ,HEAT,2,U,Africa/Cairo
5692,Amboseli Airport,Amboseli National Park,Kenya,ASV,HKAM,3,U,Africa/Nairobi
5693,Lokichoggio Airport,Lokichoggio,Kenya,LKG,HKLK,3,U,Africa/Nairobi
5694,Malindi Airport,Malindi,Kenya,MYD,HKML,3,U,Africa/Nairobi
5695,Nanyuki Airport,Nanyuki,Kenya,NYK,HKNY,3,U,Africa/Nairobi
5696,Gardabya Airport,Sirt,Libya,SRX,HLGD,2,N,Africa/Tripoli
5697,Gamal Abdel Nasser Airport,Tobruk,Libya,TOB,HLGN,2,N,Africa/Tripoli
5698,Mitiga Airport,Tripoli,Libya,MJI,HLLM,2,N,Africa/Tripoli
5699,La Abraq Airport,Al Bayda',Libya,LAQ,HLLQ,2,N,Africa/Tripoli
5700,Atbara Airport,Atbara,Sudan,ATB,HSAT,3,U,Africa/Khartoum
5701,Nyala Airport,Nyala,Sudan,UYL,HSNN,3,U,Africa/Khartoum
5702,Port Sudan New International Airport,Port Sudan,Sudan,PZU,HSPN,3,U,Africa/Khartoum
5703,Bukoba Airport,Bukoba,Tanzania,BKZ,HTBU,3,U,Africa/Dar_es_Salaam
5704,Kigoma Airport,Kigoma,Tanzania,TKQ,HTKA,3,U,Africa/Dar_es_Salaam
5705,Lindi Airport,Lindi,Tanzania,LDI,HTLI,3,U,Africa/Dar_es_Salaam
5706,Musoma Airport,Musoma,Tanzania,MUZ,HTMU,3,U,Africa/Dar_es_Salaam
5707,Shinyanga Airport,Shinyanga,Tanzania,SHY,HTSY,3,U,Africa/Dar_es_Salaam
5708,Tabora Airport,Tabora,Tanzania,TBO,HTTB,3,U,Africa/Dar_es_Salaam
5709,Arua Airport,Arua,Uganda,RUA,HUAR,3,U,Africa/Kampala
5710,Gulu Airport,Gulu,Uganda,ULU,HUGU,3,U,Africa/Kampala
5711,Diu Airport,Diu,India,DIU,VA1P,5.5,N,Asia/Calcutta
5714,Aberdeen Regional Airport,Aberdeen,United States,ABR,KABR,-6,A,America/Chicago
5715,Southwest Georgia Regional Airport,Albany,United States,ABY,KABY,-5,A,America/New_York
5716,Athens Ben Epps Airport,Athens,United States,AHN,KAHN,-5,A,America/New_York
5717,Alamogordo White Sands Regional Airport,Alamogordo,United States,ALM,KALM,-7,A,America/Denver
5718,Waterloo Regional Airport,Waterloo,United States,ALO,KALO,-6,A,America/Chicago
5719,Walla Walla Regional Airport,Walla Walla,United States,ALW,KALW,-8,A,America/Los_Angeles
5720,Alpena County Regional Airport,Alpena,United States,APN,KAPN,-5,A,America/New_York
5721,Watertown Regional Airport,Watertown,United States,ATY,KATY,-6,A,America/Chicago
5722,Bradford Regional Airport,Bradford,United States,BFD,KBFD,-5,A,America/New_York
5723,Western Neb. Rgnl/William B. Heilig Airport,Scottsbluff,United States,BFF,KBFF,-7,A,America/Denver
5724,Raleigh County Memorial Airport,Beckley,United States,BKW,KBKW,-5,A,America/New_York
5725,Brunswick Golden Isles Airport,Brunswick,United States,BQK,KBQK,-5,A,America/New_York
5726,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,-6,A,America/Chicago
5727,Jack Mc Namara Field Airport,Crescent City,United States,CEC,KCEC,-8,A,America/Los_Angeles
5728,Cape Girardeau Regional Airport,Cape Girardeau,United States,CGI,KCGI,-6,A,America/Chicago
5729,Chippewa County International Airport,Sault Ste Marie,United States,CIU,KCIU,-5,A,America/New_York
5730,North Central West Virginia Airport,Clarksburg,United States,CKB,KCKB,-5,A,America/New_York
5731,William R Fairchild International Airport,Port Angeles,United States,CLM,KCLM,-8,A,America/Los_Angeles
5732,Houghton County Memorial Airport,Hancock,United States,CMX,KCMX,-5,A,America/New_York
5733,Dodge City Regional Airport,Dodge City,United States,DDC,KDDC,-6,A,America/Chicago
5734,DuBois Regional Airport,Du Bois,United States,DUJ,KDUJ,-5,A,America/New_York
5735,Chippewa Valley Regional Airport,Eau Claire,United States,EAU,KEAU,-6,A,America/Chicago
5736,Elko Regional Airport,Elko,United States,EKO,KEKO,-8,A,America/Los_Angeles
5737,New Bedford Regional Airport,New Bedford,United States,EWB,KEWB,-5,A,America/New_York
5738,Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,KFAY,-5,A,America/New_York
5739,Wokal Field Glasgow International Airport,Glasgow,United States,GGW,KGGW,-7,A,America/Denver
5740,Central Nebraska Regional Airport,Grand Island,United States,GRI,KGRI,-6,A,America/Chicago
5741,Memorial Field,Hot Springs,United States,HOT,KHOT,-6,A,America/Chicago
5742,Tri-State/Milton J. Ferguson Field,Huntington,United States,HTS,KHTS,-5,A,America/New_York
5743,Kili Airport,Kili Island,Marshall Islands,KIO,Q51,12,U,Pacific/Majuro
5744,Kirksville Regional Airport,Kirksville,United States,IRK,KIRK,-6,A,America/Chicago
5745,Jamestown Regional Airport,Jamestown,United States,JMS,KJMS,-6,A,America/Chicago
5746,Laramie Regional Airport,Laramie,United States,LAR,KLAR,-7,A,America/Denver
5747,Arnold Palmer Regional Airport,Latrobe,United States,LBE,KLBE,-5,A,America/New_York
5748,North Platte Regional Airport Lee Bird Field,North Platte,United States,LBF,KLBF,-6,A,America/Chicago
5749,Lebanon Municipal Airport,Lebanon,United States,LEB,KLEB,-5,A,America/New_York
5750,Crater Lake-Klamath Regional Airport,Klamath Falls,United States,LMT,KLMT,-8,A,America/Los_Angeles
5751,Lancaster Airport,Lancaster,United States,LNS,KLNS,-5,A,America/New_York
5752,Lewistown Municipal Airport,Lewistown,United States,LWT,KLWT,-7,A,America/Denver
5753,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,LYH,KLYH,-5,A,America/New_York
5754,Muskegon County Airport,Muskegon,United States,MKG,KMKG,-5,A,America/New_York
5755,Frank Wiley Field,Miles City,United States,MLS,KMLS,-7,A,America/Denver
5756,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,-6,A,America/Chicago
5757,Southwest Oregon Regional Airport,North Bend,United States,OTH,KOTH,-8,A,America/Los_Angeles
5758,Owensboro Daviess County Airport,Owensboro,United States,OWB,KOWB,-6,A,America/Chicago
5759,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,-6,A,America/Chicago
5760,Pocatello Regional Airport,Pocatello,United States,PIH,KPIH,-7,A,America/Denver
5761,Pierre Regional Airport,Pierre,United States,PIR,KPIR,-6,A,America/Chicago
5762,Pellston Regional Airport of Emmet County Airport,Pellston,United States,PLN,KPLN,-5,A,America/New_York
5763,Portsmouth International at Pease Airport,Portsmouth,United States,PSM,KPSM,-5,A,America/New_York
5764,Reading Regional Carl A Spaatz Field,Reading,United States,RDG,KRDG,-5,A,America/New_York
5765,Rhinelander Oneida County Airport,Rhinelander,United States,RHI,KRHI,-6,A,America/Chicago
5766,Southwest Wyoming Regional Airport,Rock Springs,United States,RKS,KRKS,-7,A,America/Denver
5767,Rutland - Southern Vermont Regional Airport,Rutland,United States,RUT,KRUT,-5,A,America/New_York
5768,San Luis County Regional Airport,San Luis Obispo,United States,SBP,KSBP,-8,A,America/Los_Angeles
5769,Sheridan County Airport,Sheridan,United States,SHR,KSHR,-7,A,America/Denver
5770,Adirondack Regional Airport,Saranac Lake,United States,SLK,KSLK,-5,A,America/New_York
5771,Salina Municipal Airport,Salina,United States,SLN,KSLN,-6,A,America/Chicago
5772,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,United States,SMX,KSMX,-8,A,America/Los_Angeles
5773,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,-6,A,America/Chicago
5774,Quincy Regional Baldwin Field,Quincy,United States,UIN,KUIN,-6,A,America/Chicago
5775,Victoria Regional Airport,Victoria,United States,VCT,KVCT,-6,A,America/Chicago
5776,Valdosta Regional Airport,Valdosta,United States,VLD,KVLD,-5,A,America/New_York
5777,Worland Municipal Airport,Worland,United States,WRL,KWRL,-7,A,America/Denver
5779,Yakima Air Terminal McAllister Field,Yakima,United States,YKM,KYKM,-8,A,America/Los_Angeles
5780,Ercan International Airport,Nicosia,Cyprus,ECN,LCEN,2,E,Asia/Nicosia
5781,Logroño-Agoncillo Airport,Logroño-Agoncillo,Spain,RJL,LELO,1,E,Europe/Madrid
5782,Île d'Yeu Airport,Île d'Yeu,France,IDY,LFEY,1,E,Europe/Paris
5783,Angers-Loire Airport,Angers/Marcé,France,ANE,LFJR,1,E,Europe/Paris
5786,La Môle Airport,La Môle,France,LTT,LFTZ,1,E,Europe/Paris
5787,Syros Airport,Syros Island,Greece,JSY,LGSO,2,E,Europe/Athens
5788,Pécs-Pogány Airport,Pécs-Pogány,Hungary,PEV,LHPP,1,N,Europe/Budapest
5789,Győr-Pér International Airport,Győr,Hungary,\N,LHPR,1,N,Europe/Budapest
5790,Sármellék International Airport,Sármellék,Hungary,SOB,LHSM,1,N,Europe/Budapest
5791,Aosta Airport,Aosta,Italy,AOT,LIMW,1,E,Europe/Rome
5792,Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,LIRI,1,E,Europe/Rome
5793,Corvo Airport,Corvo,Portugal,CVU,LPCR,-1,E,Atlantic/Azores
5794,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,1,E,Europe/Sarajevo
5795,Uşak Airport,Usak,Turkey,USQ,LTBO,3,E,Europe/Istanbul
5796,Kars Airport,Kars,Turkey,KSY,LTCF,3,E,Europe/Istanbul
5797,Şanlıurfa Airport,Sanliurfa,Turkey,SFQ,LTCH,3,E,Europe/Istanbul
5798,Kahramanmaraş Airport,Kahramanmaras,Turkey,KCM,LTCN,3,E,Europe/Istanbul
5799,Ağrı Airport,Agri,Turkey,AJI,LTCO,3,E,Europe/Istanbul
5800,Adıyaman Airport,Adiyaman,Turkey,ADF,LTCP,3,E,Europe/Istanbul
5801,Süleyman Demirel International Airport,Isparta,Turkey,ISE,LTFC,3,E,Europe/Istanbul
5802,Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,LTFD,3,E,Europe/Istanbul
5803,Samsun Çarşamba Airport,Samsun,Turkey,SZF,LTFH,3,E,Europe/Istanbul
5806,Žilina Airport,Žilina,Slovakia,ILZ,LZZI,1,E,Europe/Bratislava
5807,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,GDT,MBGT,-4,U,America/Grand_Turk
5808,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,MDS,MBMC,-4,U,America/Grand_Turk
5809,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,SLX,MBSY,-4,U,America/Grand_Turk
5810,Samaná El Catey International Airport,Samana,Dominican Republic,AZS,MDCY,-4,U,America/Santo_Domingo
5811,La Isabela International Airport,La Isabela,Dominican Republic,JBQ,MDJB,-4,U,America/Santo_Domingo
5812,Puerto Barrios Airport,Puerto Barrios,Guatemala,PBR,MGPB,-6,U,America/Guatemala
5813,Quezaltenango Airport,Quezaltenango,Guatemala,AAZ,MGQZ,-6,U,America/Guatemala
5814,Utirik Airport,Utirik Island,Marshall Islands,UTK,03N,12,U,Pacific/Majuro
5831,Ahuas Airport,Ahuas,Honduras,AHS,MHAH,-6,U,America/Tegucigalpa
5832,Puerto Lempira Airport,Puerto Lempira,Honduras,PEU,MHPL,-6,U,America/Tegucigalpa
5833,Mili Island Airport,Mili Island,Marshall Islands,MIJ,MLIP,12,U,Pacific/Majuro
5834,Captain Rogelio Castillo National Airport,Celaya,Mexico,CYW,MMCY,-6,S,America/Mexico_City
5835,Ciudad Constitución Airport,Ciudad Constitución,Mexico,CUA,MMDA,-7,S,America/Mazatlan
5836,Guerrero Negro Airport,Guerrero Negro,Mexico,GUB,MMGR,-8,S,America/Tijuana
5837,El Lencero Airport,Jalapa,Mexico,JAL,MMJA,-6,S,America/Mexico_City
5838,Alonso Valderrama Airport,Chitré,Panama,CTD,MPCE,-5,U,America/Panama
5839,Enrique Adolfo Jimenez Airport,Colón,Panama,ONX,MPEJ,-5,U,America/Panama
5840,Jaqué Airport,Jaqué,Panama,JQE,MPJE,-5,U,America/Panama
5841,Captain Ramon Xatruch Airport,La Palma,Panama,PLP,MPLP,-5,U,America/Panama
5842,Aerotortuguero Airport,Roxana,Costa Rica,TTQ,MRAO,-6,U,America/Costa_Rica
5843,Barra del Colorado Airport,Pococi,Costa Rica,BCL,MRBC,-6,U,America/Costa_Rica
5844,Cabo Velas Airport,Nicoya,Costa Rica,\N,MRCV,-6,U,America/Costa_Rica
5845,Islita Airport,Nandayure,Costa Rica,PBP,MRIA,-6,U,America/Costa_Rica
5847,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,PJM,MRPJ,-6,U,America/Costa_Rica
5848,Tobias Bolanos International Airport,San Jose,Costa Rica,SYQ,MRPV,-6,U,America/Costa_Rica
5849,(Duplicate) Playa Samara Airport,Playa Samara,Costa Rica,\N,MRSR,-6,U,America/Costa_Rica
5850,Jérémie Airport,Jeremie,Haiti,JEE,MTJE,-5,U,America/Port-au-Prince
5851,Port-de-Paix Airport,Port-de-Paix,Haiti,PAX,MTPX,-5,U,America/Port-au-Prince
5852,Cayo Coco Airport,Cayo Coco,Cuba,\N,MUOC,-5,U,America/Havana
5853,Alberto Delgado Airport,Trinidad,Cuba,TND,MUTD,-5,U,America/Havana
5856,Congo Town Airport,Andros,Bahamas,COX,MYAK,-5,U,America/Nassau
5857,Arthur's Town Airport,Arthur's Town,Bahamas,ATC,MYCA,-5,U,America/Nassau
5858,New Bight Airport,Cat Island,Bahamas,TBI,MYCB,-5,U,America/Nassau
5859,Colonel Hill Airport,Colonel Hill,Bahamas,CRI,MYCI,-5,U,America/Nassau
5860,Nassau Paradise Island Airport,Nassau,Bahamas,PID,MYPI,-5,U,America/Nassau
5861,Enua Airport,Atiu Island,Cook Islands,AIU,NCAT,-10,U,Pacific/Rarotonga
5862,Mangaia Island Airport,Mangaia Island,Cook Islands,MGS,NCMG,-10,U,Pacific/Rarotonga
5863,Manihiki Island Airport,Manihiki Island,Cook Islands,MHX,NCMH,-10,U,Pacific/Rarotonga
5864,Mauke Airport,Mauke Island,Cook Islands,MUK,NCMK,-10,U,Pacific/Rarotonga
5865,Mitiaro Island Airport,Mitiaro Island,Cook Islands,MOI,NCMR,-10,U,Pacific/Rarotonga
5866,Tongareva Airport,Penrhyn Island,Cook Islands,PYE,NCPY,-10,U,Pacific/Rarotonga
5867,Cicia Airport,Cicia,Fiji,ICI,NFCI,12,U,Pacific/Fiji
5868,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,PTF,NFFO,12,U,Pacific/Fiji
5869,Vunisea Airport,Vunisea,Fiji,KDV,NFKD,12,U,Pacific/Fiji
5870,Mana Island Airport,Mana Island,Fiji,MNF,NFMA,12,U,Pacific/Fiji
5871,Moala Airport,Moala,Fiji,MFJ,NFMO,12,U,Pacific/Fiji
5872,Ngau Airport,Ngau,Fiji,NGI,NFNG,12,U,Pacific/Fiji
5873,Lakeba Island Airport,Lakeba Island,Fiji,LKB,NFNK,12,U,Pacific/Fiji
5874,Labasa Airport,Lambasa,Fiji,LBS,NFNL,12,U,Pacific/Fiji
5875,Matei Airport,Matei,Fiji,TVU,NFNM,12,U,Pacific/Fiji
5876,Koro Island Airport,Koro Island,Fiji,KXF,NFNO,12,U,Pacific/Fiji
5877,Rotuma Airport,Rotuma,Fiji,RTA,NFNR,12,U,Pacific/Fiji
5878,Savusavu Airport,Savusavu,Fiji,SVU,NFNS,12,U,Pacific/Fiji
5879,Kaufana Airport,Eua Island,Tonga,EUA,NFTE,13,U,Pacific/Tongatapu
5880,Lifuka Island Airport,Lifuka,Tonga,HPA,NFTL,13,U,Pacific/Tongatapu
5881,Mata'aho Airport,"Angaha, Niuafo'ou Island",Tonga,NFO,NFTO,13,U,Pacific/Tongatapu
5882,Kuini Lavenia Airport,Niuatoputapu,Tonga,NTT,NFTP,13,U,Pacific/Tongatapu
5883,Vanua Balavu Airport,Vanua Balavu,Fiji,VBV,NFVB,12,U,Pacific/Fiji
5884,Niue International Airport,Alofi,Niue,IUE,NIUE,-11,U,Pacific/Niue
5885,Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,NLWF,12,U,Pacific/Wallis
5887,Maota Airport,Savaii Island,Samoa,MXS,NSMA,13,U,Pacific/Apia
5888,Apataki Airport,Apataki,French Polynesia,APK,NTGD,-10,U,Pacific/Tahiti
5889,Ahe Airport,Ahe,French Polynesia,AHE,NTHE,-10,U,Pacific/Tahiti
5890,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,AUQ,NTMN,-9.5,U,Pacific/Marquesas
5891,Ua Pou Airport,Ua Pou,French Polynesia,UAP,NTMP,-9.5,U,Pacific/Marquesas
5892,Ua Huka Airport,Ua Huka,French Polynesia,UAH,NTMU,-9.5,U,Pacific/Marquesas
5893,Mota Lava Airport,Ablow,Vanuatu,MTV,NVSA,11,U,Pacific/Efate
5894,Sola Airport,Sola,Vanuatu,SLH,NVSC,11,U,Pacific/Efate
5895,Torres Airstrip,Loh/Linua,Vanuatu,TOH,NVSD,11,U,Pacific/Efate
5896,Siwo Airport,Sangafa,Vanuatu,EAE,NVSE,11,U,Pacific/Efate
5897,Craig Cove Airport,Craig Cove,Vanuatu,CCV,NVSF,11,U,Pacific/Efate
5898,Longana Airport,Longana,Vanuatu,LOD,NVSG,11,U,Pacific/Efate
5899,Sara Airport,Pentecost Island,Vanuatu,SSR,NVSH,11,U,Pacific/Efate
5900,Tavie Airport,Paama Island,Vanuatu,PBJ,NVSI,11,U,Pacific/Efate
5901,Lamap Airport,Lamap,Vanuatu,LPM,NVSL,11,U,Pacific/Efate
5902,Lamen Bay Airport,Lamen Bay,Vanuatu,LNB,NVSM,11,U,Pacific/Efate
5903,Maewo-Naone Airport,Maewo Island,Vanuatu,MWF,NVSN,11,U,Pacific/Efate
5904,Lonorore Airport,Lonorore,Vanuatu,LNE,NVSO,11,U,Pacific/Efate
5905,Norsup Airport,Norsup,Vanuatu,NUS,NVSP,11,U,Pacific/Efate
5906,Gaua Island Airport,Gaua Island,Vanuatu,ZGU,NVSQ,11,U,Pacific/Efate
5907,Redcliffe Airport,Redcliffe,Vanuatu,RCL,NVSR,11,U,Pacific/Efate
5908,Santo Pekoa International Airport,Santo,Vanuatu,SON,NVSS,11,U,Pacific/Efate
5909,Tongoa Airport,Tongoa Island,Vanuatu,TGH,NVST,11,U,Pacific/Efate
5910,Uléi Airport,Ambryn Island,Vanuatu,ULB,NVSU,11,U,Pacific/Efate
5911,Valesdir Airport,Valesdir,Vanuatu,VLS,NVSV,11,U,Pacific/Efate
5912,Southwest Bay Airport,Malekula Island,Vanuatu,SWJ,NVSX,11,U,Pacific/Efate
5913,North West Santo Airport,Olpoi,Vanuatu,OLJ,NVSZ,11,U,Pacific/Efate
5914,Aneityum Airport,Anelghowhat,Vanuatu,AUY,NVVA,11,U,Pacific/Efate
5915,Aniwa Airport,Aniwa,Vanuatu,AWD,NVVB,11,U,Pacific/Efate
5916,Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,NVVD,11,U,Pacific/Efate
5917,Futuna Airport,Futuna Island,Vanuatu,FTA,NVVF,11,U,Pacific/Efate
5918,Ipota Airport,Ipota,Vanuatu,IPA,NVVI,11,U,Pacific/Efate
5919,Tiga Airport,Tiga,New Caledonia,TGJ,NWWA,11,U,Pacific/Noumea
5920,Île Art - Waala Airport,Waala,New Caledonia,BMY,NWWC,11,U,Pacific/Noumea
5921,Île des Pins Airport,Île des Pins,New Caledonia,ILP,NWWE,11,U,Pacific/Noumea
5922,Fayzabad Airport,Faizabad,Afghanistan,FBD,OAFZ,4.5,U,Asia/Kabul
5924,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,\N,OEDW,3,U,Asia/Riyadh
5925,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,AJF,OESK,3,U,Asia/Riyadh
5926,Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE,OEWD,3,U,Asia/Riyadh
5927,Khoram Abad Airport,Khorram Abad,Iran,KHD,OICK,3.5,E,Asia/Tehran
5928,Bam Airport,Bam,Iran,BXR,OIKM,3.5,E,Asia/Tehran
5929,Rafsanjan Airport,Rafsanjan,Iran,RJN,OIKR,3.5,E,Asia/Tehran
5930,Bojnord Airport,Bojnourd,Iran,BJB,OIMN,3.5,E,Asia/Tehran
5931,Sabzevar National Airport,Sabzevar,Iran,AFZ,OIMS,3.5,E,Asia/Tehran
5932,Noshahr Airport,Noshahr,Iran,NSH,OINN,3.5,E,Asia/Tehran
5933,Dasht-e Naz Airport,Dasht-e-naz,Iran,SRY,OINZ,3.5,E,Asia/Tehran
5934,Lar Airport,Lar,Iran,LRR,OISL,3.5,E,Asia/Tehran
5935,Ardabil Airport,Ardabil,Iran,ADU,OITL,3.5,E,Asia/Tehran
5936,Urmia Airport,Uromiyeh,Iran,OMH,OITR,3.5,E,Asia/Tehran
5937,Al Ain International Airport,Al Ain,United Arab Emirates,AAN,OMAL,4,U,Asia/Dubai
5938,Bannu Airport,Bannu,Pakistan,BNP,OPBN,5,N,Asia/Karachi
5939,Bahawalpur Airport,Bahawalpur,Pakistan,BHV,OPBW,5,N,Asia/Karachi
5940,Chitral Airport,Chitral,Pakistan,CJL,OPCH,5,N,Asia/Karachi
5941,Dalbandin Airport,Dalbandin,Pakistan,DBA,OPDB,5,N,Asia/Karachi
5942,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,OPDG,5,N,Asia/Karachi
5943,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,OPDI,5,N,Asia/Karachi
